BA,CAT,CVX
296.8399963378906,157.0399932861328,127.58000183105469
297.79998779296875,157.27999877929688,128.50999450683594
296.6700134277344,159.44000244140625,128.11000061035156
308.8399963378906,161.9600067138672,127.9000015258789
310.1499938964844,166.02999877929688,128.52999877929688
318.42999267578125,166.42999267578125,127.83999633789062
320.2600098,165.8699951171875,128.66000366210938
328.1199951171875,169.1999969482422,132.57000732421875
336.2099914550781,170.3000030517578,133.60000610351562
335.1600036621094,169.30999755859375,132.00999450683594
351.0100098,168.5,132.36000061035156
340.1600036621094,168.8300018310547,131.58999633789062
337.7300109863281,170.41000366210938,131.3000030517578
338,170.88999938964844,132.55999755859375
335.5899963378906,169.42999267578125,131.02000427246094
334.69000244140625,168.33999633789062,131.38999938964844
343.1099853515625,169.3699951171875,130.64999389648438
343.2200012207031,167.05999755859375,131.19000244140625
340.82000732421875,162.5800018310547,128.47999572753906
337.7099914550781,163.75999450683594,125.2300033569336
354.3699951171875,162.77999877929688,125.3499984741211
356.94000244140625,162.24000549316406,125.56999969482422
348.9100036621094,157.49000549316406,118.58000183105469
328.8800048828125,151.0800018310547,112.62000274658203
340.9100036621094,156.41000366210938,117.18000030517578
348.1199951171875,154.33999633789062,115.29000091552734
329.6600036621094,145.99000549316406,112.30000305175781
332.8299865722656,149.2100067138672,113.5
343.79998779296875,152.2899932861328,113.9800033569336
343.1600036621094,153.97000122070312,113.29000091552734
344.8500061035156,158.05999755859375,113.62999725341797
356.4599914550781,159.97999572753906,112.52999877929688
355.0400085449219,156.2899932861328,112.13999938964844
353.3500061035156,155.55999755859375,110.9800033569336
352.3699951171875,155.22999572753906,109.05999755859375
355.9200134277344,158.86000061035156,109.88999938964844
356.6600036621094,162.41000366210938,112.58999633789062
363.4800109863281,163.69000244140625,114.5999984741211
364.6400146484375,161.25999450683594,113.61000061035156
362.2099914550781,154.6300048828125,111.91999816894531
349.69000244140625,150.22999572753906,112.04000091552734
344.6700134277344,146.3800048828125,111.63999938964844
352.75,151.1199951171875,113.1500015258789
348.9200134277344,153.75,113.6500015258789
347.0400085449219,151.50999450683594,113.83999633789062
348.7300109863281,153.58999633789062,113.3499984741211
354.5199890136719,158.25,117.22000122070312
344.19000244140625,154.5,116.79000091552734
338.6700134277344,153.69000244140625,116.45999908447266
330.2600098,152.5399932861328,115.12999725341797
329.9800109863281,154.57000732421875,115.58000183105469
330.4700012207031,156.4600067138672,115.4000015258789
331.7600098,152.14999389648438,113.88999938964844
337.6300048828125,154.05999755859375,114.5
337.1000061035156,155.8000030517578,117.04000091552734
319.6099853515625,146.89999389648438,113.69999694824219
321,144.2899932861328,112.9800033569336
328.9700012207031,149.19000244140625,115.3499984741211
321.1199951171875,146.99000549316406,114.66000366210938
320.0199890136719,145.16000366210938,112.0999984741211
327.8800048828125,147.3800048828125,114.04000091552734
322.44000244140625,143.88999938964844,112.23999786376953
330.82000732421875,145.05999755859375,114.83000183105469
327.44000244140625,145.17999267578125,114.4800033569336
336.3999938964844,148.1300048828125,117.29000091552734
326.1199951171875,142.99000549316406,114.76000213623047
322.4800109863281,143.0800018310547,115.9800033569336
334.8299865722656,148.08999633789062,118.8499984741211
327.3599853515625,146.7899932861328,119.25
337.4800109863281,150.13999938964844,119.2300033569336
329.2799987792969,150.22999572753906,119.91999816894531
331.7699890136719,152.13999938964844,120.69999694824219
336.7200012207031,153.30999755859375,121.45999908447266
341,155.9499969482422,123.81999969482422
340.6400146484375,155.6999969482422,123.70999908447266
338.6700134277344,153.25,122.30999755859375
338.8399963378906,153.99000549316406,123.58000183105469
329.05999755859375,144.44000244140625,122.54000091552734
342.8599853515625,145.19000244140625,122.72000122070312
342.7900085449219,146.30999755859375,124.22000122070312
340.8800048828125,144.72000122070312,126.62000274658203
333.55999755859375,144.36000061035156,125.11000061035156
329.5400085449219,144.4199981689453,124.86000061035156
324.19000244140625,143.86000061035156,125.48999786376953
330.69000244140625,143.77999877929688,126.01000213623047
334.42999267578125,146.3699951171875,125.52999877929688
340.42999267578125,149.82000732421875,124.94000244140625
338.3699951171875,149.92999267578125,126.56999969482422
344.5,152.61000061035156,128.72000122070312
344.07000732421875,153.97000122070312,128.82000732421875
342.4599914550781,154.86000061035156,129.83999633789062
344.5899963378906,155.27999877929688,130.38999938964844
342.1199951171875,152.58999633789062,129.74000549316406
340.9700012207031,153.8000030517578,129.55999755859375
344.1400146484375,153.69000244140625,129.4600067138672
351.2300109863281,155.7100067138672,127.86000061035156
363.9200134277344,158.9199981689453,129.3699951171875
355.0199890136719,156.1999969482422,128.22999572753906
359.2099914550781,157.74000549316406,128.6999969482422
359,157.6999969482422,126.61000061035156
360.0899963378906,155.85000610351562,122.19000244140625
352.4800109863281,153.6199951171875,121.38999938964844
358.19000244140625,155.4600067138672,125.16000366210938
352.1600036621094,151.91000366210938,124.30000305175781
356.7200012207031,153.52000427246094,123.8499984741211
360.7300109863281,152.5,122.26000213623047
360.1000061035156,153.00999450683594,122.7300033569336
371.55999755859375,156.50999450683594,123.37999725341797
368.5299987792969,156.2899932861328,126.95999908447266
369.5,155.32000732421875,126.44000244140625
370.94000244140625,156.3000030517578,127.55999755859375
370.6199951171875,157.49000549316406,127.08000183105469
363.8500061035156,154.7100067138672,127.06999969482422
362.4200134277344,153.13999938964844,126.51000213623047
357.8800048828125,150.02000427246094,124.04000091552734
354.7399902,148.67999267578125,125.97000122070312
341.1199951171875,143.3000030517578,125.54000091552734
342.69000244140625,143.1300048828125,125.29000091552734
337.6600036621094,139.52999877929688,122.58999633789062
338.9100036621094,139.94000244140625,125.0999984741211
331.20001220703125,136.5800018310547,122.61000061035156
331.29998779296875,135.5399932861328,124.16000366210938
329.82000732421875,134.61000061035156,126
334.6499938964844,136.02999877929688,125.66000366210938
335.5100098,135.6699981689453,126.43000030517578
336.0799865722656,136.2899932861328,124.25
332.92999267578125,133.8300018310547,124.7300033569336
333.17999267578125,135.80999755859375,123.9800033569336
334.6400146484375,135.41000366210938,124.13999938964844
341.9200134277344,140.97000122070312,125.98999786376953
347.1600036621094,141.25,127.58999633789062
340.6000061035156,136.75999450683594,123.5199966430664
346.0299987792969,139.4199981689453,124.26000213623047
350.7900085449219,140.75,124.04000091552734
356.1000061035156,138.0800018310547,122.9800033569336
356.8800048828125,138.9499969482422,121.91000366210938
360.2300109863281,141.1199951171875,121.52999877929688
355.3299865722656,139.4199981689453,121.66999816894531
354.8999938964844,136.82000732421875,122.2699966430664
353.2699890136719,136.27999877929688,121.33000183105469
358.2699890136719,137.97000122070312,123.8499984741211
355.9200134277344,140.47999572753906,124.9000015258789
359.32000732421875,142.5800018310547,123.94999694824219
360.6499938964844,142.55999755859375,125.97000122070312
351.05999755859375,139.75,127.83000183105469
356.29998779296875,143.8000030517578,126.2699966430664
352.7600098,138.5399932861328,125.38999938964844
349.7300109863281,138.00999450683594,123.76000213623047
348.44000244140625,138.50999450683594,124.05000305175781
346.57000732421875,139.47999572753906,124.30000305175781
350.7600098,142.3800048828125,125.18000030517578
347.7799987792969,139.7100067138672,123.87999725341797
343.7200012207031,138.52000427246094,122.52999877929688
339.4100036621094,135.9199981689453,123.33999633789062
338.3599853515625,135.02000427246094,122.44000244140625
339.1400146484375,134.9199981689453,122.58000183105469
331.7600098,132.02000427246094,117.94000244140625
345.9800109863281,136.25999450683594,117.66000366210938
346.3999938964844,139.33999633789062,117.80000305175781
350.7399902,138.6699981689453,117.75
353.7699890136719,139.99000549316406,117.94000244140625
350.0299987792969,139.6300048828125,118.91999816894531
347.4800109863281,136.7899932861328,118.0999984741211
349.3800048828125,138.2100067138672,119.01000213623047
353.7399902,142.0399932861328,120.3499984741211
351.2099914550781,142,119.86000061035156
350.19000244140625,141.86000061035156,120.22000122070312
346.8999938964844,139.05999755859375,119.80999755859375
342.7900085449219,138.85000610351562,118.45999908447266
346.25,138.24000549316406,118.87000274658203
346.67999267578125,140.58999633789062,118.91999816894531
351.2699890136719,141.57000732421875,115.2300033569336
349.2799987792969,141.32000732421875,114.5999984741211
341.8599853515625,142.0500030517578,114.4800033569336
345.25,142.02999877929688,115.0199966430664
353.4100036621094,144.27999877929688,115.79000091552734
355.4599914550781,145.5399932861328,116.30000305175781
359.79998779296875,144.89999389648438,117.37999725341797
355.9599914550781,146.22000122070312,117.51000213623047
363.5799865722656,149.07000732421875,118.12999725341797
365.2200012207031,152.75999450683594,119.51000213623047
367.4599914550781,156,119.41999816894531
372.2300109863281,156.3800048828125,121.12999725341797
367.9899902,154,122.62000274658203
367.2300109863281,154.08999633789062,123.37000274658203
365.0299987792969,153.1699981689453,121.94999694824219
367.3900146484375,152.47000122070312,122.47000122070312
371.8999938964844,152.49000549316406,122.27999877929688
382.2900085449219,152.27999877929688,124.38999938964844
386.3699951171875,154.82000732421875,124.73999786376953
392.29998779296875,158.22000122070312,125.30999755859375
389.9899902,156.75,124.94999694824219
386.4700012207031,153.30999755859375,125.33000183105469
385.7699890136719,153.35000610351562,124.83999633789062
385.44000244140625,149.4600067138672,126.81999969482422
367.4700012207031,143.72000122070312,122.5999984741211
358.1099853515625,140.97000122070312,118.43000030517578
360.1099853515625,142.07000732421875,117.7699966430664
358.8800048828125,141.8000030517578,116.94000244140625
368.25,143.7100067138672,117.51000213623047
365.5,141.33999633789062,117.29000091552734
359.3500061035156,135.8000030517578,117.47000122070312
356.2600098,131.32000732421875,118.13999938964844
355.9800109863281,128.7100067138672,117.20999908447266
350.04998779296875,118.9800033569336,113.4000015258789
354.6499938964844,112.33999633789062,110.20999908447266
363.7699890136719,115.62999725341797,111.58000183105469
359.2699890136719,115.05000305175781,111.52999877929688
335.5899963378906,113.9800033569336,108.93000030517578
349.9100036621094,117.45999908447266,110.8499984741211
354.8599853515625,121.31999969482422,111.6500015258789
363.07000732421875,124.69999694824219,111.16999816894531
357.75,125.79000091552734,114.7300033569336
361.9800109863281,126.41000366210938,118.94000244140625
366.4700012207031,129.3300018310547,118.9000015258789
372.0199890136719,135.10000610351562,120.87000274658203
370.7699890136719,131.38999938964844,119.36000061035156
369.3399963378906,126.91000366210938,119.51000213623047
357.0299987792969,125,117.38999938964844
349.5100098,125.95999908447266,115.3499984741211
344.7200012207031,125.0999984741211,115.72000122070312
341.57000732421875,129.4199981689453,116.94999694824219
335.95001220703125,129.9600067138672,119.05999755859375
320.94000244140625,125.9800033569336,119.41999816894531
317.70001220703125,122.2699966430664,116.0999984741211
317.32000732421875,123.87000274658203,117.56999969482422
312.32000732421875,122.31999969482422,113.5999984741211
316.3599853515625,124.80000305175781,114.9800033569336
318.0299987792969,124.5999984741211,115.20999908447266
333.5,130.77000427246094,118.13999938964844
342.55999755859375,130.22999572753906,118.8499984741211
346.7600098,135.6699981689453,118.94000244140625
359.9599914550781,138.9499969482422,120.66999816894531
342.5,129.32000732421875,117.23999786376953
331.8999938964844,128.3699951171875,115.91000366210938
323.2200012207031,123.55000305175781,115.48999786376953
326.3500061035156,123.38999938964844,114.94000244140625
322.0299987792969,123.23999786376953,115.47000122070312
326.69000244140625,125.37000274658203,115.62000274658203
325.4700012207031,125.9000015258789,115.94000244140625
318.75,126.7699966430664,113.83000183105469
316.1300048828125,124.47000122070312,112.44999694824219
328.05999755859375,124.2699966430664,109.73999786376953
319.54998779296875,122.33000183105469,107.83000183105469
313.04998779296875,121.55000305175781,104.9800033569336
304.54998779296875,120.06999969482422,104.20999908447266
294.1600036621094,116.94999694824219,100.98999786376953
313.92999267578125,124.76000213623047,107.38999938964844
317.1400146484375,126.66999816894531,109.31999969482422
316.3800048828125,125.61000061035156,108.6500015258789
322.5,127.06999969482422,108.79000091552734
323.80999755859375,126.37999725341797,110.69000244140625
310.8999938964844,121.51000213623047,108.56999969482422
327.0799865722656,128.14999389648438,110.81999969482422
328.1099853515625,128.22999572753906,112.26000213623047
340.5299987792969,129.77000427246094,111.7699966430664
343.8299865722656,130.27000427246094,113.2699966430664
352.6099853515625,132.9600067138672,113.44999694824219
352.8999938964844,132.10000610351562,112.54000091552734
350.3599853515625,131.8000030517578,111.72000122070312
352.2399902,130.69000244140625,112.12000274658203
352.05999755859375,131.66000366210938,111.4000015258789
359.0899963378906,134.5399932861328,111.95999908447266
364.7300109863281,136.60000610351562,114.37000274658203
357.8999938964844,132.24000549316406,112.33999633789062
358.6099853515625,131.82000732421875,111.38999938964844
358.2699890136719,132.72999572753906,113.51000213623047
364.20001220703125,136.86000061035156,113.22000122070312
362.9700012207031,124.37000274658203,112.16999816894531
364.9100036621094,126.52999877929688,111.83000183105469
387.7200012207031,130.11000061035156,113.01000213623047
385.6199951171875,133.16000366210938,114.6500015258789
387.42999267578125,130.91000366210938,118.37000274658203
397,130.8800048828125,119.73999786376953
410.17999267578125,132,119.4800033569336
411.1099853515625,130.5399932861328,118.87999725341797
405.1700134277344,128.77999877929688,118.2300033569336
404.9100036621094,128.60000610351562,117.58000183105469
403.95001220703125,128.92999267578125,116.94999694824219
410.7200012207031,132.6699981689453,118.72000122070312
410.5799865722656,133.10000610351562,119.56999969482422
409.82000732421875,132.6199951171875,118.16000366210938
417.9700012207031,136.1999969482422,119.3499984741211
416.2600098,135.8000030517578,119.30999755859375
421.54998779296875,140.30999755859375,120.27999877929688
417.5799865722656,138.8800048828125,119.13999938964844
424.04998779296875,138.67999267578125,119.38999938964844
426.8699951171875,141.41000366210938,119.62000274658203
426.7699890136719,137.97999572753906,119.94000244140625
435.44000244140625,139.5800018310547,120.08000183105469
439.9599914550781,137.33999633789062,119.58000183105469
440.6199951171875,137.47000122070312,122.02999877929688
432.69000244140625,138.35000610351562,122.12000274658203
430.1199951171875,137.13999938964844,123.29000091552734
424.4599914550781,134.8300018310547,123.52999877929688
422.55999755859375,132.8000030517578,121.94000244140625
422.5400085449219,131.35000610351562,121.62000274658203
400.0100098,133.11000061035156,123.62000274658203
375.4100036621094,132.47999572753906,123.9000015258789
377.1400146484375,133.5,124.66999816894531
373.29998779296875,133.69000244140625,124.5999984741211
378.9899902,132.6699981689453,125.30999755859375
372.2799987792969,134.10000610351562,125.87999725341797
373.42999267578125,134.14999389648438,125.27999877929688
376.1600036621094,133.00999450683594,124.69000244140625
372.70001220703125,134.05999755859375,125.86000061035156
362.1700134277344,129.77000427246094,123.08999633789062
370.4599914550781,131.3800048828125,122.88999938964844
370.3800048828125,131.83999633789062,124.12999725341797
374.2099914550781,131.1999969482422,122.79000091552734
374.44000244140625,132.3699951171875,123.0199966430664
381.4200134277344,135.49000549316406,123.18000030517578
391.5400085449219,140.25,124.94000244140625
390.75,140.19000244140625,124.93000030517578
384.7399902,139.25999450683594,123.88999938964844
395.8599853515625,140.1300048828125,124.80000305175781
391.92999267578125,140.36000061035156,126.41999816894531
374.5199890136719,139.82000732421875,126.68000030517578
369.0400085449219,136.35000610351562,125.54000091552734
364.94000244140625,137.52999877929688,125.48999786376953
370.1600036621094,138.8699951171875,125.98999786376953
379.6400146484375,141.1999969482422,119.76000213623047
375.4599914550781,140.25,120.13999938964844
381.7200012207031,142.02999877929688,121.16999816894531
377.5199890136719,142.74000549316406,120.2699966430664
380.07000732421875,143.36000061035156,119.86000061035156
375.1700134277344,142.3800048828125,121.9000015258789
374.0199890136719,142.02999877929688,122.0199966430664
375.4599914550781,137.72999572753906,118.27999877929688
382.79998779296875,136.1300048828125,117.9000015258789
380.7900085449219,139.02999877929688,117.0999984741211
379.04998779296875,139.02000427246094,117.72000122070312
377.69000244140625,139.4199981689453,120.05999755859375
376.79998779296875,138.14999389648438,117.80999755859375
375.79998779296875,135.1699981689453,116.37999725341797
376.4599914550781,139.05999755859375,117.2699966430664
371.6000061035156,136.75999450683594,118.4000015258789
357.2300109863281,133.6699981689453,118.2699966430664
359.75,131.9499969482422,117.5
354.1300048828125,131.1999969482422,121.19000244140625
354.6700134277344,131.33999633789062,121.98999786376953
337.3699951171875,125.30000305175781,120.44000244140625
343.0400085449219,127.47000122070312,121.63999938964844
345.6400146484375,127.30000305175781,122.13999938964844
353.80999755859375,126.61000061035156,120.80000305175781
355.0199890136719,122.76000213623047,120.5199966430664
352.7900085449219,122.43000030517578,120.83999633789062
358.75,124.94999694824219,121.33999633789062
352.7799987792969,123.55999755859375,120.56999969482422
350.54998779296875,122.26000213623047,117.87000274658203
354.8999938964844,122.9000015258789,118.70999908447266
354.8800048828125,121.58999633789062,118.30999755859375
348.79998779296875,121.4800033569336,116.7699966430664
349.8699951171875,121.83999633789062,115.37999725341797
341.6099853515625,119.80999755859375,113.8499984741211
338.8900146484375,120.6500015258789,115.98999786376953
344.6199951171875,122.08000183105469,117.30000305175781
348.75,123.12000274658203,117.6500015258789
350.6400146484375,123.38999938964844,120.68000030517578
353.70001220703125,124.45999908447266,121.4800033569336
353.79998779296875,125.73999786376953,122.29000091552734
349.3299865722656,127.27999877929688,121.16999816894531
347.0299987792969,127.0999984741211,120.19000244140625
348.8599853515625,127.16999816894531,120.91000366210938
347.1600036621094,127.2300033569336,120.80999755859375
354.8999938964844,127.31999969482422,121.38999938964844
373.9599914550781,130.3300018310547,122.93000030517578
368.55999755859375,130.61000061035156,122.88999938964844
374.8800048828125,133.6300048828125,124.27999877929688
371.8399963378906,133.88999938964844,124.93000030517578
373.9899902,134.3699951171875,124.91000366210938
369.32000732421875,133.7100067138672,123.63999938964844
374.94000244140625,135.14999389648438,123.93000030517578
364.0199890136719,135.5,123.11000061035156
364.0100098,136.2899932861328,124.44000244140625
356.4599914550781,136.60000610351562,124.83999633789062
354.1600036621094,135.85000610351562,122.93000030517578
354.4700012207031,135.58999633789062,123.3499984741211
355.8599853515625,135.49000549316406,123.54000091552734
351.1199951171875,134.83999633789062,123.5999984741211
353.0899963378906,134.2899932861328,123.3499984741211
352.29998779296875,132.63999938964844,125.44000244140625
359,133.9600067138672,125.43000030517578
365.3299865722656,138.36000061035156,125.9800033569336
361.6099853515625,139.63999938964844,125.72000122070312
362.75,139.08999633789062,124.76000213623047
369.5199890136719,135.72999572753906,124.13999938964844
361.1099853515625,134.88999938964844,124.68000030517578
377.3599853515625,136.22999572753906,125.04000091552734
373.4200134277344,135.24000549316406,125.30999755859375
373.07000732421875,138.10000610351562,125.81999969482422
361.42999267578125,131.91000366210938,126.54000091552734
348.0899963378906,134.7100067138672,125.62999725341797
345,132.9199981689453,123.72000122070312
340.2099914550781,134.4600067138672,124.2300033569336
347.4599914550781,132.9499969482422,124.33999633789062
341.17999267578125,131.6699981689453,123.11000061035156
334.2900085449219,126.79000091552734,120.73999786376953
339.55999755859375,124.54000091552734,120.7300033569336
331.05999755859375,121.6500015258789,118.73999786376953
332.45001220703125,122.08000183105469,119.37999725341797
331.3800048828125,120.77999877929688,119.0999984741211
336.3500061035156,122.0199966430664,123.2300033569336
337.54998779296875,119.37999725341797,122.41999816894531
332.94000244140625,116.72000122070312,121.55000305175781
332.8599853515625,119.01000213623047,122.38999938964844
320.4200134277344,115.20999908447266,117.73999786376953
328,115.25,116.94999694824219
330.45001220703125,116.43000030517578,115.80999755859375
333.7799987792969,117.36000061035156,117.30999755859375
331.75,116.66999816894531,116.12999725341797
339.9899902,117.68000030517578,117.87999725341797
354.4100036621094,117.88999938964844,117.7300033569336
356.0100098,114.05999755859375,115.18000030517578
359.0400085449219,114.41999816894531,115.73999786376953
354.7300109863281,113.37999725341797,115.83000183105469
359.9700012207031,114.86000061035156,116.83000183105469
362.7399902,117.7699966430664,117.5199966430664
364.0899963378906,119,117.72000122070312
354.4200134277344,117.02999877929688,116.2699966430664
356.5299987792969,119.0999984741211,117.25
360.29998779296875,122.98999786376953,117.63999938964844
363,122.69999694824219,118.26000213623047
358.7799987792969,127.25,119.38999938964844
369.4899902,130.2899932861328,121.8499984741211
382.94000244140625,133.08999633789062,121.27999877929688
375.6300048828125,131.75,121.41999816894531
379.7600098,133.77999877929688,121.5
378.8500061035156,133.14999389648438,124.12000274658203
384.20001220703125,132.1699981689453,123.88999938964844
386.4100036621094,131.07000732421875,124.18000030517578
384.44000244140625,130.1199951171875,123.66000366210938
379.3900146484375,128.16000366210938,124.31999969482422
377.0299987792969,128.4199981689453,124.9000015258789
381.6499938964844,125.98999786376953,123.73999786376953
386.20001220703125,126.61000061035156,123.51000213623047
386.8900146484375,126.38999938964844,120.16000366210938
382.8599853515625,126.58999633789062,118.5999984741211
380.4700012207031,126.30999755859375,118.5999984741211
374.94000244140625,122.37000274658203,116.01000213623047
367.3599853515625,119.95999908447266,112.29000091552734
372.07000732421875,120.04000091552734,113.1500015258789
375.70001220703125,121.04000091552734,113.8499984741211
376.5400085449219,120.25,113.26000213623047
374.1000061035156,117.97000122070312,111.70999908447266
374.9599914550781,119.44000244140625,113.13999938964844
371,122.69000244140625,114.58999633789062
374.9200134277344,128.39999389648438,116.1500015258789
373.17999267578125,128.3800048828125,116.18000030517578
370.9599914550781,131.02999877929688,116.30999755859375
372.42999267578125,130.19000244140625,115.11000061035156
369.05999755859375,132.07000732421875,115.3499984741211
344,130.7100067138672,114.73999786376953
331.05999755859375,132.22999572753906,116.61000061035156
337,133.69000244140625,117.80000305175781
340.5,135.33999633789062,117.9800033569336
344.54998779296875,133.85000610351562,117.58000183105469
339.8299865722656,139.72999572753906,118.66999816894531
340.8800048828125,140.05999755859375,118.4800033569336
348.92999267578125,141.3300018310547,118.12999725341797
346.05999755859375,140.33999633789062,116.36000061035156
339.9100036621094,137.8000030517578,116.13999938964844
345.19000244140625,144.49000549316406,116.20999908447266
351.0899963378906,146.9199981689453,121.56999969482422
358.2900085449219,146.3699951171875,121.94000244140625
354.19000244140625,145.49000549316406,119.9000015258789
357.30999755859375,147.00999450683594,121.88999938964844
351,148.16000366210938,120.93000030517578
366.9599914550781,148,120.80999755859375
362.8800048828125,146.33999633789062,120.95999908447266
362.5,144.49000549316406,122.27999877929688
367.44000244140625,143.44000244140625,121.95999908447266
371.67999267578125,145.30999755859375,120.63999938964844
369.4599914550781,143.58999633789062,118.55000305175781
367,143.17999267578125,116.44999694824219
370.9100036621094,141.52000427246094,117.33999633789062
366.44000244140625,143.36000061035156,118.7699966430664
371.3399963378906,143.8800048828125,118.62999725341797
373.1300048828125,146.4199981689453,118.37999725341797
373.5100098,146.08999633789062,117.79000091552734
368,145.69000244140625,118.06999969482422
366.17999267578125,144.72999572753906,117.12999725341797
355.17999267578125,142.9600067138672,116.80000305175781
352.0799865722656,140.05999755859375,115.88999938964844
348.8399963378906,140.1199951171875,116.94000244140625
345.67999267578125,141.0500030517578,116.33000183105469
354.0899963378906,142.72000122070312,118.01000213623047
351.2099914550781,142.8300018310547,117.30000305175781
347.8999938964844,142.8699951171875,117.88999938964844
350,144,116.2300033569336
346.2900085449219,146.77999877929688,118.80999755859375
341.6700134277344,145.52999877929688,117.95999908447266
327,145.36000061035156,119.36000061035156
327,146.3699951171875,118.5999984741211
330.67999267578125,147.1199951171875,118.55000305175781
333.5,145.02000427246094,118.12999725341797
328,147.57000732421875,119.68000030517578
337.54998779296875,148.5,120.33000183105469
333,147.47999572753906,120.33999633789062
329.9200134277344,148.22000122070312,120.5999984741211
330.1400146484375,148.27999877929688,120.30000305175781
326.3999938964844,147.52000427246094,119.8499984741211
325.7600098,147.67999267578125,120.51000213623047
